Nome Instituição,CNPJ Instituição,Município Instituição,UF,Compra,Inserção,Modalidade da Compra,Código BR,Descrição CATMAT,Unidade Fornecimento,Genérico,CNPJ Fornecedor,Fornecedor,CNPJ Fabricante,Fabricante,Qtd Itens Comprados,Preço Unitário,Preço Total
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,272434,"ANLODIPINO BESILATO, DOSAGEM:5 MG",Comprimido,N,02.816.696/0001-54,Pontamed Farmaceutica Ltda,03.855.700/0000-0,Geolab Industria Farmaceutica S/A,10000,0.03,300.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,270228,"POLIMIXINA B, COMPOSIÇÃO:ASSOCIADA COM NEOMICINA E HIDROCORTISONA, CONCENTRAÇÃO:10.000UI + 5MG + 10MG/ML, USO:SOLUÇÃO OTOLÓGICA",Frasco,N,46.116.717/0001-02,Cirurgica Prime Ltda,03.855.700/0000-0,Geolab Industria Farmaceutica S/A,24,10.0,240.0
Consorcio Intermunicipal De Saude Do Sudoeste - Consud,00.333.678/0001-96,Francisco Beltrao,Pr,45453,45530.0,Pregão,272903,"CITALOPRAM, DOSAGEM:20 MG",Comprimido,N,05.912.018/0001-83,Merco Solucoes Em Saude S/A,73.663.650/0001-90,Ranbaxy Farmaceutica Ltda,581101,0.098,56947.898
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,274036,"PIROXICAM, CONCENTRAÇÃO:20 MG",Cápsula,N,81.706.251/0001-98,Promefarma Medicamentos E Produtos Hospitalares Ltda,05.610.700/0000-0,Brainfarma Industria Quimica E Farmaceutica S.A.,200,0.3,60.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,273400,"ISOSSORBIDA, PRINCÍPIO ATIVO:SAL MONONITRATO, DOSAGEM:20 MG",Comprimido,N,81.706.251/0001-98,Promefarma Medicamentos E Produtos Hospitalares Ltda,49.475.800/0000-00,Biolab Sanus Farmaceutica Ltda,1000,0.18,180.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,267292,"IMIPRAMINA, PRINCÍPIO ATIVO:CLORIDRATO, DOSAGEM:25 MG",Comprimido,N,02.816.696/0001-54,Pontamed Farmaceutica Ltda,44.734.700/0000-00,Cristalia Produtos Quimicos Farmaceuticos Ltda,5000,0.44,2200.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,300989,"PERICIAZINA, DOSAGEM:40 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO ORAL - GOTAS",Frasco,N,46.116.717/0001-02,Cirurgica Prime Ltda,10.588.600/0000-00,Sanofi Medley Farmaceutica Ltda,48,21.51,1032.48
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,292427,"DEXAMETASONA, DOSAGEM:4 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL",Ampola,N,00.656.468/0001-39,Soma/Pr Comercio De Produtos Hospitalares Ltda,06.283.300/0000-0,Farmace - Industria Quimico-Farmaceutica Cearense Ltda,3000,1.02,3060.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,434505,"CARVÃO ATIVADO, CONCENTRAÇÃO:250 MG",Comprimido,N,06.974.929/0001-06,Noroeste Medicamentos Ltda,08.692.500/0000-0,A. M. Mota Custodio,1000,1.2,1200.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,272367,"TIORIDAZINA CLORIDRATO, CONCENTRAÇÃO:100 MG",Drágea,N,81.706.251/0001-98,Promefarma Medicamentos E Produtos Hospitalares Ltda,17.875.200/0000-00,Medquimica Industria Farmaceutica Ltda.,1500,1.25,1875.0
Consorcio Intermunicipal De Saude Do Sudoeste - Consud,00.333.678/0001-96,Francisco Beltrao,Pr,45453,45530.0,Pregão,448982,"ENOXAPARINA, CONCENTRAÇÃO:100 MG/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL, CARACTERÍSTICAS ADICIONAIS 1:SERINGA PREENCHIDA",Seringa,N,02.816.696/0001-54,Pontamed Farmaceutica Ltda,11.643.096/0001-22,Mylan Laboratorios Ltda.,4666,13.48,62897.68
Consorcio Intermunicipal De Saude Do Sudoeste - Consud,00.333.678/0001-96,Francisco Beltrao,Pr,45453,45530.0,Pregão,267629,"CINARIZINA, DOSAGEM:75 MG",Comprimido,N,05.912.018/0001-83,Merco Solucoes Em Saude S/A,73.663.650/0001-90,Ranbaxy Farmaceutica Ltda,525001,0.335,175875.335
Consorcio Intermunicipal De Saude Do Sudoeste - Consud,00.333.678/0001-96,Francisco Beltrao,Pr,45453,45530.0,Pregão,407214,"LINAGLIPTINA, CONCENTRAÇÃO:5 MG",Comprimido,N,10.448.145/0001-03,Grams & Grams Ltda.,57.507.378/0003-65,Ems S/A,2701,3.49,9426.49
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,424169,"LEVANLODIPINO BESILATO, CONCENTRAÇÃO:5 MG",Comprimido,N,46.116.717/0001-02,Cirurgica Prime Ltda,05.161.069/0005-44,Brainfarma Industria Quimica E Farmaceutica S.A.,2800,0.79,2212.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,306947,"OSELTAMIVIR FOSFATO, CONCENTRAÇÃO:75 MG",Cápsula,N,08.157.293/0001-27,Natcofarma Do Brasil Ltda,08.157.293/0001-27,Natcofarma Do Brasil Ltda,100,15.41,1541.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,271606,"NORTRIPTILINA CLORIDRATO, DOSAGEM:25 MG",Cápsula,N,05.912.018/0001-83,Merco Solucoes Em Saude S/A,73.663.700/0000-00,Ranbaxy Farmaceutica Ltda,1500,0.23,345.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,267778,"PARACETAMOL, DOSAGEM COMPRIMIDO:500 MG",Comprimido,N,03.652.030/0003-32,Centermedi-Comercio De Produtos Hospitalares Ltda,18.324.300/0000-00,Belfar Ltda,8000,0.08,640.0
Consorcio Intermunicipal De Saude Do Sudoeste - Consud,00.333.678/0001-96,Francisco Beltrao,Pr,45453,45530.0,Pregão,268243,"DEXAMETASONA, DOSAGEM:0,1 MG/ML, APRESENTAÇÃO:ELIXIR",Frasco,N,81.706.251/0001-98,Promefarma Medicamentos E Produtos Hospitalares Ltda,06.628.333/0001-46,Farmace - Industria Quimico-Farmaceutica Cearense Ltda,17401,2.3,40022.3
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,267663,"FUROSEMIDA, DOSAGEM:40 MG",Comprimido,N,00.656.468/0001-39,Soma/Pr Comercio De Produtos Hospitalares Ltda,73.856.600/0000-00,"Prati, Donaduzzi & Cia Ltda",2000,0.05,100.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,267613,"CAPTOPRIL, CONCENTRAÇÃO:25 MG",Comprimido,N,01.328.535/0001-59,Classmed - Produtos Hospitalares Ltda,03.855.700/0000-0,Geolab Industria Farmaceutica S/A,5000,0.03,150.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,268124,"LEVOTIROXINA SÓDICA, DOSAGEM:25 MCG",Comprimido,N,07.752.236/0001-23,Medilar Importacao E Distribuicao De Produtos Medico Hospitalares S/A,56.998.700/0000-00,Abbott Laboratorios Do Brasil Ltda,4500,0.22,990.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,267194,"DIAZEPAM, DOSAGEM:5 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL",Ampola,N,06.974.929/0001-06,Noroeste Medicamentos Ltda,19.570.700/0000-00,Hipolabor Farmaceutica Ltda,200,0.88,176.0
Consorcio Intermunicipal De Saude Do Sudoeste - Consud,00.333.678/0001-96,Francisco Beltrao,Pr,45453,45530.0,Pregão,272826,"PRAMIPEXOL, DOSAGEM:1 MG",Comprimido,N,26.419.311/0001-83,Lumann Distribuidora De Medicamentos Ltda,60.659.463/0001-91,Ache Laboratorios Farmaceuticos Sa,5201,2.5,13002.5
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,271217,"AMOXICILINA, PRINCÍPIO ATIVO:ASSOCIADA COM CLAVULANATO DE POTÁSSIO, CONCENTRAÇÃO:500MG + 125MG",Comprimido,N,05.912.018/0001-83,Merco Solucoes Em Saude S/A,73.663.700/0000-00,Ranbaxy Farmaceutica Ltda,2500,1.3,3250.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,294887,"SALBUTAMOL, DOSAGEM:100MCG/DOSE, FORMA FARMACÊUTICA:AEROSOL ORAL",Frasco,N,00.656.468/0001-39,Soma/Pr Comercio De Produtos Hospitalares Ltda,25.773.000/0000-00,Pharmascience Industria Farmaceutica S.A,200,12.22,2444.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,396555,"BETAMETASONA, CONCENTRAÇÃO:0,1 MG/ML, FORMA FARMACEUTICA:ELIXIR",Frasco,N,06.974.929/0001-06,Noroeste Medicamentos Ltda,57.507.400/0000-00,Ems S/A,50,6.49,324.5
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,439143,"MIRABEGRONA, CONCENTRAÇÃO:50 MG, ADICIONAL:LIBERAÇÃO PROLONGADA",Comprimido,N,81.706.251/0001-98,Promefarma Medicamentos E Produtos Hospitalares Ltda,62.462.000/0000-00,Apsen Farmaceutica S/A,360,7.19,2588.4
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,353418,"BRINZOLAMIDA, CONCENTRAÇÃO:10 MG/ML, FORMA FARMACEUTICA:SUSPENSÃO OFTÁLMICA",Frasco,N,81.706.251/0001-98,Promefarma Medicamentos E Produtos Hospitalares Ltda,56.994.500/0000-00,Novartis Biociencias Sa,30,63.54,1906.2
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,343494,"ESPIRAMICINA, CONCENTRAÇÃO:1.500.000 UI",Comprimido,N,47.365.250/0001-99,Bonatto Distribuidora  De Medicamentos Ltda,10.588.600/0000-00,Sanofi Medley Farmaceutica Ltda,3500,0.25,875.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,267660,"FENOBARBITAL SÓDICO, DOSAGEM:100 MG",Comprimido,N,00.656.468/0001-39,Soma/Pr Comercio De Produtos Hospitalares Ltda,60.666.000/0000-00,Uniao Quimica Farmaceutica Nacional S A,3000,0.14,420.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,267657,"FENITOÍNA SÓDICA, DOSAGEM:100 MG",Comprimido,N,03.652.030/0003-32,Centermedi-Comercio De Produtos Hospitalares Ltda,19.570.700/0000-00,Hipolabor Farmaceutica Ltda,1500,0.11,165.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,441621,"METFORMINA CLORIDRATO, COMPOSIÇÃO:ASSOCIADA À DAPAGLIFOZINA, CONCENTRAÇÃO:1000 MG + 5 MG, FORMA FARMACÊUTICA:AÇÃO PROLONGADA",Comprimido,N,32.743.242/0001-61,Cavalli Comercio De Produtos Medicos E Hospitalares Ltda,60.318.800/0000-00,Astrazeneca Do Brasil Ltda.,720,4.71,3391.2
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,397912,"AGOMELATINA, CONCENTRAÇÃO:25 MG",Comprimido,N,47.365.250/0001-99,Bonatto Distribuidora  De Medicamentos Ltda,05.335.400/0000-0,Teva Farmaceutica Ltda.,1000,3.89,3890.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,271008,"DICLOFENACO, APRESENTAÇÃO:SAL SÓDICO, DOSAGEM:10MG/G, USO:GEL",Bisnaga,N,03.652.030/0003-32,Centermedi-Comercio De Produtos Hospitalares Ltda,02.145.000/0000-0,Cimed Industria S.A.,300,3.32,996.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,268158,"PIRIMETAMINA, DOSAGEM:25 MG",Comprimido,N,81.706.251/0001-98,Promefarma Medicamentos E Produtos Hospitalares Ltda,00.310.000/160-,Farmaqui Industria E Comercio Ltda,500,0.1,50.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,273931,"ORLISTATE, DOSAGEM:120 MG",Cápsula,N,06.974.929/0001-06,Noroeste Medicamentos Ltda,45.992.100/0000-00,Germed Farmaceutica Ltda,1500,1.79,2685.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,300723,"FENOBARBITAL SÓDICO, DOSAGEM:40 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO ORAL - GOTAS",Frasco,N,01.328.535/0001-59,Classmed - Produtos Hospitalares Ltda,60.666.000/0000-00,Uniao Quimica Farmaceutica Nacional S A,40,4.74,189.6
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,292382,"TRAMADOL CLORIDRATO, DOSAGEM:50 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL",Ampola,N,02.816.696/0001-54,Pontamed Farmaceutica Ltda,17.159.200/0000-00,Laboratorio Teuto Brasileiro S/A,1500,1.33,1995.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,268286,"MICONAZOL NITRATO, DOSAGEM:20 MG/G, APRESENTAÇÃO:CREME",Bisnaga,N,00.656.468/0001-39,Soma/Pr Comercio De Produtos Hospitalares Ltda,19.570.700/0000-00,Hipolabor Farmaceutica Ltda,100,2.93,293.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,305935,"PROPOFOL, DOSAGEM:10 MG/ML, FORMA FARMACÊUTICA:EMULSÃO INJETÁVEL",Ampola,N,46.116.717/0001-02,Cirurgica Prime Ltda,60.666.000/0000-00,Uniao Quimica Farmaceutica Nacional S A,50,14.95,747.5
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,272902,"CLOBAZAM, DOSAGEM:20 MG",Comprimido,N,04.355.394/0001-51,Prohosp Distribuidora De Medicamentos Ltda.,10.588.600/0000-00,Sanofi Medley Farmaceutica Ltda,1000,1.0,1000.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,273700,"TIAMAZOL, DOSAGEM:5 MG",Comprimido,N,06.974.929/0001-06,Noroeste Medicamentos Ltda,49.475.800/0000-00,Biolab Sanus Farmaceutica Ltda,1080,0.24,259.2
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,453501,"NITROPRUSSETO DE SÓDIO, CONCENTRAÇÃO:25 MG/ML, FORMA FARMACEUTICA:SOLUÇÃO INJETÁVEL",Ampola,N,02.816.696/0001-54,Pontamed Farmaceutica Ltda,17.174.700/0000-00,Hypofarma Instituto De Hypodermia E Farmacia Ltda,50,19.6,980.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,267671,"GLIBENCLAMIDA, DOSAGEM:5 MG",Comprimido,N,00.656.468/0001-39,Soma/Pr Comercio De Produtos Hospitalares Ltda,17.875.200/0000-00,Medquimica Industria Farmaceutica Ltda.,3000,0.03,90.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,272336,"DIMENIDRINATO, APRESENTAÇÃO:ASSOCIADO COM PIRIDOXINA + GLICOSE + FRUTOSE, DOSAGEM:3MG + 5MG + 100MG + 100MG/ML, TIPO MEDICAMENTO:SOLUÇÃO INJETÁVEL",Ampola,N,23.228.076/0001-74,Cmh - Central De Medicamentos Hospitalares Ltda,60.397.800/0000-00,Takeda Pharma Ltda.,500,8.75,4375.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,273710,"NIMESULIDA, DOSAGEM:100 MG",Comprimido,N,09.315.996/0001-07,Comercial Mark Atacadista Ltda,02.145.000/0000-0,Cimed Industria S.A.,6000,0.08,480.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,407327,"LISDEXANFETAMINA DIMESILATO, CONCENTRAÇÃO:50 MG",Cápsula,N,47.365.250/0001-99,Bonatto Distribuidora  De Medicamentos Ltda,60.397.800/0000-00,Takeda Pharma Ltda.,720,12.8,9216.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,270126,"LEVODOPA, COMPOSIÇÃO:ASSOCIADO À BENSERAZIDA, DOSAGEM:200MG + 50MG",Comprimido,N,81.706.251/0001-98,Promefarma Medicamentos E Produtos Hospitalares Ltda,00.310.000/160-,Farmaqui Industria E Comercio Ltda,1000,2.53,2530.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,308882,"SULFAMETOXAZOL, COMPOSIÇÃO:ASSOCIADO À TRIMETOPRIMA, CONCENTRAÇÃO:400MG + 80MG",Comprimido,N,03.652.030/0003-32,Centermedi-Comercio De Produtos Hospitalares Ltda,18.324.300/0000-00,Belfar Ltda,800,0.18,144.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,379962,"OSELTAMIVIR FOSFATO, CONCENTRAÇAO:45 MG",Cápsula,N,08.157.293/0001-27,Natcofarma Do Brasil Ltda,08.157.293/0001-27,Natcofarma Do Brasil Ltda,100,8.76,876.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,267617,"CARBAMAZEPINA, DOSAGEM:400 MG",Comprimido,N,41.365.113/0001-78,Nova Medicamentos Ltda,17.159.200/0000-00,Laboratorio Teuto Brasileiro S/A,5000,0.53,2650.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,272380,"VENLAFAXINA, COMPOSIÇÃO:SAL CLORIDRATO, CONCENTRAÇÃO:150 MG, APRESENTAÇÃO:LIBERAÇÃO CONTROLADA",Cápsula,N,41.365.113/0001-78,Nova Medicamentos Ltda,44.734.671/0022-86,Cristalia Produtos Quimicos Farmaceuticos Ltda,3500,0.94,3290.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,281657,"ÁCIDOS GRAXOS ESSENCIAIS, COMPOSIÇÃO:COMPOSTO DOS ÁCIDOS CAPRÍLICO, CÁPRICO, LÁURICO, COMPONENTES:LINOLÊICO, LECITINA DE SOJA, APRESENTAÇÃO:ASSOCIADOS COM VITAMINAS ""A"" E ""E"", TIPO:LOÇÃO OLEOSA",Frasco,N,03.652.030/0003-32,Centermedi-Comercio De Produtos Hospitalares Ltda,64.171.700/0000-00,Accord Farmaceutica Ltda,500,2.94,1470.0
Consorcio Intermunicipal De Saude Do Sudoeste - Consud,00.333.678/0001-96,Francisco Beltrao,Pr,45453,45530.0,Pregão,282881,"ROSUVASTATINA, COMPOSIÇÃO:CÁLCICA, CONCENTRAÇÃO:10 MG",Comprimido,S,10.448.145/0001-03,Grams & Grams Ltda.,57.507.378/0003-65,Ems S/A,105201,0.144,15148.944
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,455515,"BRINZOLAMIDA, COMPOSIÇÃO:ASSOCIADO AO TARTARATO DE BRIMONIDINA, CONCENTRAÇÃO:10 MG/ML + 2 MG/ML, FORMA FARMACEUTICA:SUSPENSÃO OFTÁLMICA",Frasco,N,81.706.251/0001-98,Promefarma Medicamentos E Produtos Hospitalares Ltda,56.994.500/0000-00,Novartis Biociencias Sa,24,73.06,1753.44
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,385153,"TROMETAMOL, COMPOSIÇÃO:SAL CETOROLACO, CONCENTRAÇÃO:10MG, FORMA FARMACÊUTICA:SUB-LINGUAL",Comprimido,N,41.365.113/0001-78,Nova Medicamentos Ltda,61.190.100/0000-00,Eurofarma Laboratorios S.A.,600,1.28,768.0
Consorcio Intermunicipal De Saude Do Sudoeste - Consud,00.333.678/0001-96,Francisco Beltrao,Pr,45453,45530.0,Pregão,608057,"PER&#211;XIDO DE BENZO&#205;LA, ASSOCIADO AO ADAPALENO, 25 MG/G + 1 MG/G, GEL T&#211;PICO",Frasco,N,04.162.170/0001-23,Estratti Vegetali Farmacia E Manipulacao Ltda,00.317.372/0001-46,Galderma Brasil Ltda,521,35.0,18235.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,267541,"GLICOSE, CONCENTRAÇÃO:50%, INDICAÇÃO:SOLUÇÃO INJETÁVEL",Ampola,N,46.116.717/0001-02,Cirurgica Prime Ltda,06.283.300/0000-0,Farmace - Industria Quimico-Farmaceutica Cearense Ltda,600,0.48,288.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,267582,"BECLOMETASONA DIPROPIONATO, APRESENTAÇÃO:SPRAY NASAL, DOSAGEM:50MCG/DOSE, CARACTERÍSTICAS ADICIONAIS:FRASCO DOSEADOR COM AEROGADOR NASAL",Frasco,N,05.782.733/0003-00,Ciamed - Distribuidora De Medicamentos Ltda.,33.247.700/0000-00,Glaxosmithkline Brasil Ltda,50,22.0,1100.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,267282,"ESCOPOLAMINA BUTILBROMETO, DOSAGEM:20 MG/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL",Ampola,N,00.656.468/0001-39,Soma/Pr Comercio De Produtos Hospitalares Ltda,17.174.700/0000-00,Hypofarma Instituto De Hypodermia E Farmacia Ltda,400,0.89,356.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,267645,"DEXCLORFENIRAMINA MALEATO, DOSAGEM:2 MG",Comprimido,N,02.816.696/0001-54,Pontamed Farmaceutica Ltda,03.855.700/0000-0,Geolab Industria Farmaceutica S/A,1000,0.04,40.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,328532,"VALPROATO DE SÓDIO, CONCENTRAÇÃO:50 MG/ML, FORMA FARMACÊUTICA:XAROPE",Frasco,N,06.974.929/0001-06,Noroeste Medicamentos Ltda,19.570.700/0000-00,Hipolabor Farmaceutica Ltda,30,5.5,165.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,270494,"COLAGENASE, APRESENTAÇÃO:ASSOCIADA COM CLORANFENICOL, CONCENTRAÇÃO:0,6UI + 1%, USO:POMADA VAGINAL + APLICADORES",Bisnaga,N,07.752.236/0001-23,Medilar Importacao E Distribuicao De Produtos Medico Hospitalares S/A,56.998.700/0000-00,Abbott Laboratorios Do Brasil Ltda,400,13.3,5320.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,393705,"SILIMARINA, CONCENTRAÇÃO:140 MG",Cápsula,N,32.743.242/0001-61,Cavalli Comercio De Produtos Medicos E Hospitalares Ltda,19.570.700/0000-00,Hipolabor Farmaceutica Ltda,1080,1.4,1512.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,270621,"ESCOPOLAMINA BUTILBROMETO, APRESENTAÇÃO:ASSOCIADA COM DIPIRONA SÓDICA, DOSAGEM:4MG + 500MG/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL",Ampola,N,00.656.468/0001-39,Soma/Pr Comercio De Produtos Hospitalares Ltda,17.174.700/0000-00,Hypofarma Instituto De Hypodermia E Farmacia Ltda,2000,1.48,2960.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,267632,"CIPROFLOXACINO CLORIDRATO, DOSAGEM:500 MG",Comprimido,N,03.652.030/0003-32,Centermedi-Comercio De Produtos Hospitalares Ltda,73.856.600/0000-00,"Prati, Donaduzzi & Cia Ltda",500,0.21,105.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,399414,"RETINOL, COMPOSIÇÃO:ASSOCIADA COM COLECALCIFEROL, CONCENTRAÇÃO:50.000 UI + 10.000 UI/ML, FORMA FARMACÊUTICA:SOLUÇÃO ORAL - GOTAS",Frasco,N,03.652.030/0003-32,Centermedi-Comercio De Produtos Hospitalares Ltda,15.652.500/0000-00,Natubras Industria E Comercio De Produtos Naturais Ltda,500,4.2,2100.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,269956,"BROMOPRIDA, DOSAGEM:4 MG/ML, APRESENTAÇÃO:GOTAS",Frasco,N,03.652.030/0003-32,Centermedi-Comercio De Produtos Hospitalares Ltda,65.271.900/0000-00,Nativita Industria E Comercio Ltda,600,2.01,1206.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,267208,"ESTRIOL, DOSAGEM:1 MG/G, APRESENTAÇÃO:CREME VAGINAL",Bisnaga,N,03.652.030/0003-32,Centermedi-Comercio De Produtos Hospitalares Ltda,19.570.700/0000-00,Hipolabor Farmaceutica Ltda,20,14.16,283.2
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,267618,"CARBAMAZEPINA, DOSAGEM:200 MG",Comprimido,N,07.752.236/0001-23,Medilar Importacao E Distribuicao De Produtos Medico Hospitalares S/A,19.570.700/0000-00,Hipolabor Farmaceutica Ltda,5000,0.17,850.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,271089,"AMOXICILINA, CONCENTRAÇÃO:500MG",Cápsula,N,03.652.030/0003-32,Centermedi-Comercio De Produtos Hospitalares Ltda,73.856.600/0000-00,"Prati, Donaduzzi & Cia Ltda",4000,0.21,840.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,372335,"METRONIDAZOL, CONCENTRAÇAO:100 MG/G, FORMA FARMACEUTICA:GEL VAGINAL, CARACTERÍSTICA ADICIONAL:COM APLICADOR",Bisnaga,N,03.652.030/0003-32,Centermedi-Comercio De Produtos Hospitalares Ltda,05.610.700/0000-0,Brainfarma Industria Quimica E Farmaceutica S.A.,70,5.4,378.0
Fundo Municipal De Saude De Florida,08.703.778/0001-79,Florida,Pr,45453,45531.0,Pregão,296649,"LEVOTIROXINA SÓDICA, DOSAGEM:88 MCG",Comprimido,N,06.974.929/0001-06,Noroeste Medicamentos Ltda,33.069.200/0000-00,Merck S/A,1000,0.32,320.0
